report_dt,division_name,val,rate
2015-09,6-8,1.154546,0.11
2015-09,6-9,1.256291,0.11
2015-09,7-1,1.204721,0.11
2015-09,7-2,1.232281,0.11
2015-09,7-3,1.294077,0.11
2015-09,7-4,1.151942,0.11
2015-09,7-5,1.150381,0.11
2015-09,7-6,1.267232,0.11
2015-09,7-7,1.219544,0.11
2015-09,7-8,1.245149,0.11
2015-09,8-1,1.269993,0.11
2015-09,8-10,1.243125,0.11
2015-09,8-11,1.474631,0.11
2015-09,8-2,1.218491,0.11
2015-09,8-3,1.241006,0.11
2015-09,8-4,1.418138,0.11
2015-09,8-5,1.395774,0.11
2015-09,8-6,1.299999,0.11
2015-09,8-7,1.232908,0.11
2015-09,8-8,1.393284,0.11
2015-09,8-9,1.340859,0.11
2015-09,9-1,1.28874,0.11
2015-09,9-2,1.263508,0.11
2015-09,9-3,1.182156,0.11
2015-09,9-4,1.252332,0.11
2015-09,9-5,1.244712,0.11
2015-09,9-6,1.276036,0.11
2015-09,9-7,1.265656,0.11
2015-09,9-8,1.198546,0.11
2015-10,1-1,1.290234,0.11
2015-10,1-2,1.387926,0.11
2015-10,1-3,1.339439,0.11
2015-10,1-4,1.394065,0.11
2015-10,1-5,1.401557,0.11
2015-10,1-6,1.29264,0.11
2015-10,10-1,1.264469,0.11
2015-10,10-10,1.317172,0.11
2015-10,10-2,1.382642,0.11
2015-10,10-3,1.215103,0.11
2015-10,10-4,1.19188,0.11
2015-10,10-5,1.249834,0.11
2015-10,10-6,1.25974,0.11
2015-10,10-7,1.211492,0.11
2015-10,10-8,1.328756,0.11
2015-10,10-9,1.360301,0.11
2015-10,11-1,1.183073,0.11
2015-10,11-2,1.478078,0.11
2015-10,11-3,1.307934,0.11
2015-10,11-4,1.377581,0.11
2015-10,11-5,1.308429,0.11
2015-10,11-6,1.368292,0.11
2015-10,11-7,1.204843,0.11
2015-10,11-8,1.340533,0.11
2015-10,2-1,1.245029,0.11
2015-10,2-2,1.231684,0.11
2015-10,2-3,1.261486,0.11
2015-10,2-4,1.289914,0.11
2015-10,2-5,1.25628,0.11
2015-10,2-6,1.28551,0.11
2015-10,2-7,1.314165,0.11
2015-10,2-8,1.286679,0.11
2015-10,2-9,1.312591,0.11
2015-10,3-1,1.386307,0.11
2015-10,3-2,1.429675,0.11
2015-10,3-3,1.553608,0.11
2015-10,3-4,1.38856,0.11
2015-10,4-2,1.257,0.11
2015-10,5-1,1.092279,0.11
2015-10,5-10,1.367651,0.11
2015-10,5-11,1.426226,0.11
2015-10,5-12,1.462846,0.11
2015-10,5-13,1.269183,0.11
2015-10,5-14,1.34079,0.11
2015-10,5-15,1.000713,0.11
2015-10,5-2,1.269594,0.11
2015-10,5-3,1.415688,0.11
2015-10,5-4,1.498518,0.11
2015-10,5-5,1.44205,0.11
2015-10,5-6,1.442075,0.11
2015-10,5-7,1.412325,0.11
2015-10,5-8,1.347666,0.11
2015-10,5-9,1.316089,0.11
2015-10,6-1,1.25,0.11
2015-10,6-10,1.299316,0.11
2015-10,6-2,1.340853,0.11
2015-10,6-3,1.368256,0.11
2015-10,6-4,1.354897,0.11
2015-10,6-5,1.293573,0.11
2015-10,6-6,1.261463,0.11
2015-10,6-7,1.327229,0.11
2015-10,6-8,1.283426,0.11
2015-10,6-9,1.428948,0.11
2015-10,7-1,1.296646,0.11
2015-10,7-2,1.427798,0.11
2015-10,7-3,1.423696,0.11
2015-10,7-4,1.243525,0.11
2015-10,7-5,1.225814,0.11
2015-10,7-6,1.392853,0.11
2015-10,7-7,1.331563,0.11
2015-10,7-8,1.345482,0.11
2015-10,8-1,1.392086,0.11
2015-10,8-10,1.357107,0.11
2015-10,8-11,1.621304,0.11
2015-10,8-2,1.320805,0.11
2015-10,8-3,1.360216,0.11
2015-10,8-4,1.55311,0.11
2015-10,8-5,1.511983,0.11
2015-10,8-6,1.420326,0.11
2015-10,8-7,1.343763,0.11
2015-10,8-8,1.522478,0.11
2015-10,8-9,1.470523,0.11
2015-10,9-1,1.411777,0.11
2015-10,9-2,1.383874,0.11
2015-10,9-3,1.285166,0.11
2015-10,9-4,1.353373,0.11
2015-10,9-5,1.353045,0.11
2015-10,9-6,1.40783,0.11
2015-10,9-7,1.367884,0.11
2015-10,9-8,1.290898,0.11
2015-11,1-1,1.204018,0.11
2015-11,1-2,1.29152,0.11
2015-11,1-3,1.247796,0.11
2015-11,1-4,1.267447,0.11
2015-11,1-5,1.310755,0.11
2015-11,1-6,1.193206,0.11
2015-11,10-1,1.153661,0.11
2015-11,10-10,1.21496,0.11
2015-11,10-2,1.286434,0.11
2015-11,10-3,1.113276,0.11
2015-11,10-4,1.091211,0.11
2015-11,10-5,1.151862,0.11
2015-11,10-6,1.163158,0.11
2015-11,10-7,1.108598,0.11
2015-11,10-8,1.220605,0.11
2015-11,10-9,1.28559,0.11
2015-11,11-1,1.088016,0.11
2015-11,11-2,1.351134,0.11
2015-11,11-3,1.198389,0.11
2015-11,11-4,1.265087,0.11
2015-11,11-5,1.202382,0.11
2015-11,11-6,1.248298,0.11
2015-11,11-7,1.090827,0.11
2015-11,11-8,1.228977,0.11
2015-11,2-1,1.142867,0.11
2015-11,2-2,1.121352,0.11
2015-11,2-3,1.134413,0.11
2015-11,2-4,1.182662,0.11
2015-11,2-5,1.137988,0.11
2015-11,2-6,1.180984,0.11
2015-11,2-7,1.219543,0.11
2015-11,2-8,1.196165,0.11
2015-11,2-9,1.189674,0.11
2015-11,3-1,1.282931,0.11
2015-11,3-2,1.323675,0.11
2015-11,3-3,1.440386,0.11
2015-11,3-4,1.291264,0.11
2015-11,4-2,1.165533,0.11
2015-11,5-1,0.971096,0.11
2015-11,5-10,1.260968,0.11
2015-11,5-11,1.323122,0.11
2015-11,5-12,1.352912,0.11
2015-11,5-13,1.168614,0.11
2015-11,5-14,1.24543,0.11
2015-11,5-15,0.89441,0.11
2015-11,5-2,1.185799,0.11
2015-11,5-3,1.313551,0.11
2015-11,5-4,1.39026,0.11
2015-11,5-5,1.33873,0.11
2015-11,5-6,1.338305,0.11
2015-11,5-7,1.311637,0.11
2015-11,5-8,1.240452,0.11
2015-11,5-9,1.211933,0.11
2015-11,6-1,1.083333,0.11
2015-11,6-10,1.204236,0.11
2015-11,6-2,1.228848,0.11
2015-11,6-3,1.26335,0.11
2015-11,6-4,1.249614,0.11
2015-11,6-5,1.20281,0.11
2015-11,6-6,1.167303,0.11
2015-11,6-7,1.234739,0.11
2015-11,6-8,1.180968,0.11
2015-11,6-9,1.326845,0.11
2015-11,7-1,1.184523,0.11
2015-11,7-2,1.288148,0.11
2015-11,7-3,1.313093,0.11
2015-11,7-4,1.11709,0.11
2015-11,7-5,1.12346,0.11
2015-11,7-6,1.26068,0.11
2015-11,7-7,1.226502,0.11
2015-11,7-8,1.231792,0.11
2015-11,8-1,1.299767,0.11
2015-11,8-10,1.249165,0.11
2015-11,8-11,1.550136,0.11
2015-11,8-2,1.229377,0.11
2015-11,8-3,1.252546,0.11
2015-11,8-4,1.440577,0.11
2015-11,8-5,1.404538,0.11
2015-11,8-6,1.331037,0.11
2015-11,8-7,1.256304,0.11
2015-11,8-8,1.402504,0.11
2015-11,8-9,1.386212,0.11
2015-11,9-1,1.309955,0.11
2015-11,9-2,1.29019,0.11
2015-11,9-3,1.192832,0.11
2015-11,9-4,1.234378,0.11
2015-11,9-5,1.255184,0.11
2015-11,9-6,1.288861,0.11
2015-11,9-7,1.26317,0.11
2015-11,9-8,1.192466,0.11
2015-12,1-1,1.411497,0.11
2015-12,1-2,1.484762,0.11
2015-12,1-3,1.44164,0.11
2015-12,1-4,1.491301,0.11
2015-12,1-5,1.527696,0.11
2015-12,1-6,1.396428,0.11
2015-12,10-1,1.336377,0.11
2015-12,10-10,1.418331,0.11
2015-12,10-2,1.504418,0.11
2015-12,10-3,1.28019,0.11
2015-12,10-4,1.272791,0.11
2015-12,10-5,1.36658,0.11
2015-12,10-6,1.354076,0.11
2015-12,10-7,1.271586,0.11
2015-12,10-8,1.430235,0.11
2015-12,10-9,1.537173,0.11
2015-12,11-1,1.240804,0.11
2015-12,11-2,1.586067,0.11
2015-12,11-3,1.367331,0.11
2015-12,11-4,1.459267,0.11
2015-12,11-5,1.398955,0.11
2015-12,11-6,1.468952,0.11
2015-12,11-7,1.240717,0.11
2015-12,11-8,1.432407,0.11
2015-12,2-1,1.326835,0.11
2015-12,2-2,1.299857,0.11
2015-12,2-3,1.318169,0.11
2015-12,2-4,1.373772,0.11
2015-12,2-5,1.303295,0.11
2015-12,2-6,1.361311,0.11
2015-12,2-7,1.441421,0.11
2015-12,2-8,1.3971,0.11
2015-12,2-9,1.379614,0.11
2015-12,3-1,1.492936,0.11
2015-12,3-2,1.560588,0.11
2015-12,3-3,1.744118,0.11
2015-12,3-4,1.494748,0.11
2015-12,4-2,1.359032,0.11
2015-12,5-1,1.085289,0.11
2015-12,5-10,1.453249,0.11
2015-12,5-11,1.538176,0.11
2015-12,5-12,1.593234,0.11
2015-12,5-13,1.35817,0.11
2015-12,5-14,1.437787,0.11
2015-12,5-15,0.999166,0.11
2015-12,5-2,1.368046,0.11
2015-12,5-3,1.537864,0.11
2015-12,5-4,1.627129,0.11
2015-12,5-5,1.556851,0.11
2015-12,5-6,1.554955,0.11
2015-12,5-7,1.505147,0.11
2015-12,5-8,1.422461,0.11
2015-12,5-9,1.389728,0.11
2015-12,6-1,1.25,0.11
2015-12,6-10,1.405274,0.11
2015-12,6-2,1.442476,0.11
2015-12,6-3,1.489204,0.11
2015-12,6-4,1.47238,0.11
2015-12,6-5,1.392085,0.11
2015-12,6-6,1.337799,0.11
2015-12,6-7,1.425174,0.11
2015-12,6-8,1.400449,0.11
2015-12,6-9,1.574714,0.11
2015-12,7-1,1.379565,0.11
2015-12,7-2,1.588563,0.11
2015-12,7-3,1.542758,0.11
2015-12,7-4,1.324508,0.11
2015-12,7-5,1.300055,0.11
2015-12,7-6,1.485401,0.11
2015-12,7-7,1.442311,0.11
2015-12,7-8,1.43975,0.11
2015-12,8-1,1.525665,0.11
2015-12,8-10,1.516582,0.11
2015-12,8-11,1.802356,0.11
2015-12,8-2,1.421388,0.11
2015-12,8-3,1.461185,0.11
2015-12,8-4,1.677342,0.11
2015-12,8-5,1.619602,0.11
2015-12,8-6,1.553965,0.11
2015-12,8-7,1.465864,0.11
2015-12,8-8,1.642467,0.11
2015-12,8-9,1.631617,0.11
2015-12,9-1,1.520543,0.11
2015-12,9-2,1.510425,0.11
2015-12,9-3,1.389249,0.11
2015-12,9-4,1.4357,0.11
2015-12,9-5,1.447332,0.11
2015-12,9-6,1.519094,0.11
2015-12,9-7,1.483657,0.11
2015-12,9-8,1.375865,0.11
2016-01,1-1,1.33598,0.11
2016-01,1-2,1.415408,0.11
2016-01,1-3,1.34832,0.11
2016-01,1-4,1.412947,0.11
2016-01,1-5,1.41464,0.11
2016-01,1-6,1.312315,0.11
2016-01,10-1,1.255237,0.11
2016-01,10-10,1.35611,0.11
2016-01,10-2,1.512026,0.11
2016-01,10-3,1.196849,0.11
2016-01,10-4,1.250994,0.11
2016-01,10-5,1.341662,0.11
2016-01,10-6,1.312487,0.11
2016-01,10-7,1.180708,0.11
2016-01,10-8,1.345814,0.11
2016-01,10-9,1.514515,0.11
2016-01,11-1,1.140846,0.11
2016-01,11-2,1.416108,0.11
2016-01,11-3,1.264082,0.11
2016-01,11-4,1.336974,0.11
2016-01,11-5,1.305229,0.11
2016-01,11-6,1.37193,0.11
2016-01,11-7,1.137864,0.11
2016-01,11-8,1.334143,0.11
2016-01,2-1,1.209794,0.11
2016-01,2-2,1.221852,0.11
2016-01,2-3,1.233701,0.11
2016-01,2-4,1.301905,0.11
2016-01,2-5,1.201619,0.11
2016-01,2-6,1.266883,0.11
2016-01,2-7,1.384937,0.11
2016-01,2-8,1.325632,0.11
2016-01,2-9,1.30983,0.11
2016-01,3-1,1.385837,0.11
2016-01,3-2,1.452249,0.11
2016-01,3-3,1.623526,0.11
2016-01,3-4,1.363698,0.11
2016-01,4-2,1.296501,0.11
2016-01,5-1,1.002946,0.11
2016-01,5-10,1.377142,0.11
2016-01,5-11,1.481886,0.11
2016-01,5-12,1.522266,0.11
2016-01,5-13,1.29354,0.11
2016-01,5-14,1.359658,0.11
2016-01,5-15,0.928444,0.11
2016-01,5-2,1.298694,0.11
2016-01,5-3,1.456496,0.11
2016-01,5-4,1.550388,0.11
2016-01,5-5,1.478844,0.11
2016-01,5-6,1.476158,0.11
2016-01,5-7,1.4681,0.11
2016-01,5-8,1.343428,0.11
2016-01,5-9,1.303458,0.11
2016-01,6-1,1.25,0.11
2016-01,6-10,1.355285,0.11
2016-01,6-2,1.376717,0.11
2016-01,6-3,1.428485,0.11
2016-01,6-4,1.392235,0.11
2016-01,6-5,1.339478,0.11
2016-01,6-6,1.267311,0.11
2016-01,6-7,1.350196,0.11
2016-01,6-8,1.330863,0.11
2016-01,6-9,1.574282,0.11
2016-01,7-1,1.309977,0.11
2016-01,7-2,1.39655,0.11
2016-01,7-3,1.438993,0.11
2016-01,7-4,1.249036,0.11
2016-01,7-5,1.228689,0.11
2016-01,7-6,1.403559,0.11
2016-01,7-7,1.373937,0.11
2016-01,7-8,1.331119,0.11
2016-01,8-1,1.467734,0.11
2016-01,8-10,1.278138,0.11
2016-01,8-11,1.692814,0.11
2016-01,8-2,1.346092,0.11
2016-01,8-3,1.353736,0.11
2016-01,8-4,1.567923,0.11
2016-01,8-5,1.513419,0.11
2016-01,8-6,1.499366,0.11
2016-01,8-7,1.375393,0.11
2016-01,8-8,1.566312,0.11
2016-01,8-9,1.548834,0.11
2016-01,9-1,1.496559,0.11
2016-01,9-2,1.473269,0.11
2016-01,9-3,1.309201,0.11
2016-01,9-4,1.344042,0.11
2016-01,9-5,1.377424,0.11
2016-01,9-6,1.452611,0.11
2016-01,9-7,1.438933,0.11
2016-01,9-8,1.290055,0.11
2016-02,1-1,1.368034,0.11
2016-02,1-2,1.431239,0.11
2016-02,1-3,1.334334,0.11
2016-02,1-4,1.396094,0.11
2016-02,1-5,1.45776,0.11
2016-02,1-6,1.335818,0.11
2016-02,10-1,1.207237,0.11
2016-02,10-10,1.396505,0.11
2016-02,10-2,1.57864,0.11
2016-02,10-3,1.22736,0.11
2016-02,10-4,1.314739,0.11
2016-02,10-5,1.376379,0.11
2016-02,10-6,1.3615,0.11
2016-02,10-7,1.168239,0.11
2016-02,10-8,1.353308,0.11
2016-02,10-9,1.588502,0.11
2016-02,11-1,1.161599,0.11
2016-02,11-2,1.449008,0.11
2016-02,11-3,1.302404,0.11
2016-02,11-4,1.369887,0.11
2016-02,11-5,1.338602,0.11
2016-02,11-6,1.321293,0.11
2016-02,11-7,1.147583,0.11
2016-02,11-8,1.334578,0.11
2016-02,2-1,1.219349,0.11
2016-02,2-2,1.254516,0.11
2016-02,2-3,1.207083,0.11
2016-02,2-4,1.214446,0.11
2016-02,2-5,1.149648,0.11
2016-02,2-6,1.168984,0.11
2016-02,2-7,1.30117,0.11
2016-02,2-8,1.113692,0.11
2016-02,2-9,1.318188,0.11
2016-02,3-1,1.419723,0.11
2016-02,3-2,1.463386,0.11
2016-02,3-3,1.693339,0.11
2016-02,3-4,1.416482,0.11
2016-02,4-2,1.285835,0.11
2016-02,5-1,0.623833,0.11
2016-02,5-10,1.154367,0.11
2016-02,5-11,1.535609,0.11
2016-02,5-12,1.383941,0.11
2016-02,5-13,1.241837,0.11
2016-02,5-14,1.378057,0.11
2016-02,5-15,0.473571,0.11
2016-02,5-2,1.304091,0.11
2016-02,5-3,1.476071,0.11
2016-02,5-4,1.544652,0.11
2016-02,5-5,1.484695,0.11
2016-02,5-6,1.451838,0.11
2016-02,5-7,1.438356,0.11
2016-02,5-8,1.316875,0.11
2016-02,5-9,1.262874,0.11
2016-02,6-1,1.083333,0.11
2016-02,6-10,1.381195,0.11
2016-02,6-2,1.370325,0.11
2016-02,6-3,1.507971,0.11
2016-02,6-4,1.37662,0.11
2016-02,6-5,1.412801,0.11
2016-02,6-6,1.260363,0.11
2016-02,6-7,1.376725,0.11
2016-02,6-8,1.354381,0.11
2016-02,6-9,1.63575,0.11
2016-02,7-1,1.289701,0.11
2016-02,7-2,1.460176,0.11
2016-02,7-3,1.429417,0.11
2016-02,7-4,1.080628,0.11
2016-02,7-5,1.183143,0.11
2016-02,7-6,1.352183,0.11
2016-02,7-7,1.385325,0.11
2016-02,7-8,1.298549,0.11
2016-02,8-1,1.514575,0.11
2016-02,8-10,1.38061,0.11
2016-02,8-11,1.8578,0.11
2016-02,8-2,1.372128,0.11
2016-02,8-3,1.353735,0.11
2016-02,8-4,1.672767,0.11
2016-02,8-5,1.58981,0.11
2016-02,8-6,1.528442,0.11
2016-02,8-7,1.379674,0.11
2016-02,8-8,1.616406,0.11
2016-02,8-9,1.603558,0.11
2016-02,9-1,1.509146,0.11
2016-02,9-2,1.464036,0.11
2016-02,9-3,1.311939,0.11
2016-02,9-4,1.327209,0.11
2016-02,9-5,1.368681,0.11
2016-02,9-6,1.446676,0.11
2016-02,9-7,1.403839,0.11
2016-02,9-8,1.292087,0.11
2016-03,1-1,1.542601,0.11
2016-03,1-2,1.61446,0.11
2016-03,1-3,1.505372,0.11
2016-03,1-4,1.582698,0.11
2016-03,1-5,1.647007,0.11
2016-03,1-6,1.50614,0.11
2016-03,10-1,1.359591,0.11
2016-03,10-10,1.581824,0.11
2016-03,10-2,1.761706,0.11
2016-03,10-3,1.371913,0.11
2016-03,10-4,1.484031,0.11
2016-03,10-5,1.560072,0.11
2016-03,10-6,1.536978,0.11
2016-03,10-7,1.309139,0.11
2016-03,10-8,1.534569,0.11
2016-03,10-9,1.800389,0.11
2016-03,11-1,1.288751,0.11
2016-03,11-2,1.630926,0.11
2016-03,11-3,1.450049,0.11
2016-03,11-4,1.535756,0.11
2016-03,11-5,1.499666,0.11
2016-03,11-6,1.523968,0.11
2016-03,11-7,1.278832,0.11
2016-03,11-8,1.494835,0.11
2016-03,2-1,1.367506,0.11
2016-03,2-2,1.40741,0.11
2016-03,2-3,1.354484,0.11
2016-03,2-4,1.373234,0.11
2016-03,2-5,1.28443,0.11
2016-03,2-6,1.333672,0.11
2016-03,2-7,1.488887,0.11
2016-03,2-8,1.278921,0.11
2016-03,2-9,1.488095,0.11
2016-03,3-1,1.611108,0.11
2016-03,3-2,1.672157,0.11
2016-03,3-3,1.984798,0.11
2016-03,3-4,1.589995,0.11
2016-03,4-2,1.437155,0.11
2016-03,5-1,0.679432,0.11
2016-03,5-10,1.290338,0.11
2016-03,5-11,1.731469,0.11
2016-03,5-12,1.555378,0.11
2016-03,5-13,1.40013,0.11
2016-03,5-14,1.555898,0.11
2016-03,5-15,0.55621,0.11
2016-03,5-2,1.465275,0.11
2016-03,5-3,1.674115,0.11
2016-03,5-4,1.751018,0.11
2016-03,5-5,1.671237,0.11
2016-03,5-6,1.639497,0.11
2016-03,5-7,1.602758,0.11
2016-03,5-8,1.47256,0.11
2016-03,5-9,1.412426,0.11
2016-03,6-1,1.091666,0.11
2016-03,6-10,1.565824,0.11
2016-03,6-2,1.547019,0.11
2016-03,6-3,1.711882,0.11
2016-03,6-4,1.55627,0.11
2016-03,6-5,1.59096,0.11
2016-03,6-6,1.420539,0.11
2016-03,6-7,1.548664,0.11
2016-03,6-8,1.555641,0.11
2016-03,6-9,1.849857,0.11
2016-03,7-1,1.4398,0.11
2016-03,7-2,1.656205,0.11
2016-03,7-3,1.599627,0.11
2016-03,7-4,1.237816,0.11
2016-03,7-5,1.325732,0.11
2016-03,7-6,1.541285,0.11
2016-03,7-7,1.571401,0.11
2016-03,7-8,1.46702,0.11
2016-03,8-1,1.718217,0.11
2016-03,8-10,1.527652,0.11
2016-03,8-11,2.171239,0.11
2016-03,8-2,1.544766,0.11
2016-03,8-3,1.55036,0.11
2016-03,8-4,1.900393,0.11
2016-03,8-5,1.813133,0.11
2016-03,8-6,1.72286,0.11
2016-03,8-7,1.575143,0.11
2016-03,8-8,1.857356,0.11
2016-03,8-9,1.85762,0.11
2016-03,9-1,1.686144,0.11
2016-03,9-2,1.649544,0.11
2016-03,9-3,1.482033,0.11
2016-03,9-4,1.496911,0.11
2016-03,9-5,1.559295,0.11
2016-03,9-6,1.647023,0.11
2016-03,9-7,1.581296,0.11
2016-03,9-8,1.449316,0.11
2016-04,1-1,1.456176,0.11
2016-04,1-2,1.517607,0.11
2016-04,1-3,1.420523,0.11
2016-04,1-4,1.483691,0.11
2016-04,1-5,1.556224,0.11
2016-04,1-6,1.408495,0.11
2016-04,10-1,1.273139,0.11
2016-04,10-10,1.502726,0.11
2016-04,10-2,1.662568,0.11
2016-04,10-3,1.275627,0.11
2016-04,10-4,1.393053,0.11
2016-04,10-5,1.491211,0.11
2016-04,10-6,1.438847,0.11
2016-04,10-7,1.20901,0.11
2016-04,10-8,1.427318,0.11
2016-04,10-9,1.708075,0.11
2016-04,11-1,1.202833,0.11
2016-04,11-2,1.558037,0.11
2016-04,11-3,1.365184,0.11
2016-04,11-4,1.43352,0.11
2016-04,11-5,1.404782,0.11
2016-04,11-6,1.424225,0.11
2016-04,11-7,1.197299,0.11
2016-04,11-8,1.403226,0.11
2016-04,2-1,1.279327,0.11
2016-04,2-2,1.319433,0.11
2016-04,2-3,1.267618,0.11
2016-04,2-4,1.287117,0.11
2016-04,2-5,1.19797,0.11
2016-04,2-6,1.244729,0.11
2016-04,2-7,1.413903,0.11
2016-04,2-8,1.222789,0.11
2016-04,2-9,1.404714,0.11
2016-04,3-1,1.522558,0.11
2016-04,3-2,1.584425,0.11
2016-04,3-3,1.906187,0.11
2016-04,3-4,1.507811,0.11
2016-04,4-2,1.352567,0.11
2016-04,5-1,0.621115,0.11
2016-04,5-10,1.20904,0.11
2016-04,5-11,1.627183,0.11
2016-04,5-12,1.440459,0.11
2016-04,5-13,1.3296,0.11
2016-04,5-14,1.452028,0.11
2016-04,5-15,0.491866,0.11
2016-04,5-2,1.369924,0.11
2016-04,5-3,1.584141,0.11
2016-04,5-4,1.664561,0.11
2016-04,5-5,1.588057,0.11
2016-04,5-6,1.550821,0.11
2016-04,5-7,1.515877,0.11
2016-04,5-8,1.387903,0.11
2016-04,5-9,1.313456,0.11
2016-04,6-1,1.091666,0.11
2016-04,6-10,1.470995,0.11
2016-04,6-2,1.456593,0.11
2016-04,6-3,1.615101,0.11
2016-04,6-4,1.472242,0.11
2016-04,6-5,1.495245,0.11
2016-04,6-6,1.340436,0.11
2016-04,6-7,1.455788,0.11
2016-04,6-8,1.465031,0.11
2016-04,6-9,1.747131,0.11
2016-04,7-1,1.345401,0.11
2016-04,7-2,1.565446,0.11
2016-04,7-3,1.515955,0.11
2016-04,7-4,1.140525,0.11
2016-04,7-5,1.234271,0.11
2016-04,7-6,1.44404,0.11
2016-04,7-7,1.467236,0.11
2016-04,7-8,1.372939,0.11
2016-04,8-1,1.621928,0.11
2016-04,8-10,1.558362,0.11
2016-04,8-11,2.093323,0.11
2016-04,8-2,1.451577,0.11
2016-04,8-3,1.486948,0.11
2016-04,8-4,1.829056,0.11
2016-04,8-5,1.708473,0.11
2016-04,8-6,1.649683,0.11
2016-04,8-7,1.50664,0.11
2016-04,8-8,1.761901,0.11
2016-04,8-9,1.763787,0.11
2016-04,9-1,1.587504,0.11
2016-04,9-2,1.559973,0.11
2016-04,9-3,1.391403,0.11
2016-04,9-4,1.401851,0.11
2016-04,9-5,1.458457,0.11
2016-04,9-6,1.534904,0.11
2016-04,9-7,1.485977,0.11
2016-04,9-8,1.362682,0.11
2016-05,1-1,1.562516,0.11
2016-05,1-2,1.615521,0.11
2016-05,1-3,1.517645,0.11
2016-05,1-4,1.589255,0.11
2016-05,1-5,1.661748,0.11
2016-05,1-6,1.498409,0.11
2016-05,10-1,1.352205,0.11
2016-05,10-10,1.611761,0.11
2016-05,10-2,1.77326,0.11
2016-05,10-3,1.355612,0.11
2016-05,10-4,1.479327,0.11
2016-05,10-5,1.621677,0.11
2016-05,10-6,1.543064,0.11
2016-05,10-7,1.28787,0.11
2016-05,10-8,1.528252,0.11
2016-05,10-9,1.854223,0.11
2016-05,11-1,1.282055,0.11
2016-05,11-2,1.624939,0.11
2016-05,11-3,1.447173,0.11
2016-05,11-4,1.525244,0.11
2016-05,11-5,1.503625,0.11
2016-05,11-6,1.51643,0.11
2016-05,11-7,1.260491,0.11
2016-05,11-8,1.489193,0.11
2016-05,2-1,1.338118,0.11
2016-05,2-2,1.399789,0.11
2016-05,2-3,1.351979,0.11
2016-05,2-4,1.384704,0.11
2016-05,2-5,1.27328,0.11
2016-05,2-6,1.333847,0.11
2016-05,2-7,1.525002,0.11
2016-05,2-8,1.299598,0.11
2016-05,2-9,1.498971,0.11
2016-05,3-1,1.625789,0.11
2016-05,3-2,1.683708,0.11
2016-05,3-3,2.072673,0.11
2016-05,3-4,1.606474,0.11
2016-05,4-2,1.446211,0.11
2016-05,5-1,0.621893,0.11
2016-05,5-10,1.280283,0.11
2016-05,5-11,1.762968,0.11
2016-05,5-12,1.53527,0.11
2016-05,5-13,1.408675,0.11
2016-05,5-14,1.538449,0.11
2016-05,5-15,0.528286,0.11
2016-05,5-2,1.460417,0.11
2016-05,5-3,1.708966,0.11
2016-05,5-4,1.792022,0.11
2016-05,5-5,1.710803,0.11
2016-05,5-6,1.670458,0.11
2016-05,5-7,1.619183,0.11
2016-05,5-8,1.472038,0.11
2016-05,5-9,1.397502,0.11
2016-05,6-1,1.083333,0.11
2016-05,6-10,1.576709,0.11
2016-05,6-2,1.556104,0.11
2016-05,6-3,1.717577,0.11
2016-05,6-4,1.582013,0.11
2016-05,6-5,1.607435,0.11
2016-05,6-6,1.434277,0.11
2016-05,6-7,1.53332,0.11
2016-05,6-8,1.544897,0.11
2016-05,6-9,1.855123,0.11
2016-05,7-1,1.427574,0.11
2016-05,7-2,1.678384,0.11
2016-05,7-3,1.625056,0.11
2016-05,7-4,1.212511,0.11
2016-05,7-5,1.308903,0.11
2016-05,7-6,1.531315,0.11
2016-05,7-7,1.564797,0.11
2016-05,7-8,1.475611,0.11
2016-05,8-1,1.745236,0.11
2016-05,8-10,1.608289,0.11
2016-05,8-11,2.181037,0.11
2016-05,8-2,1.549808,0.11
2016-05,8-3,1.548263,0.11
2016-05,8-4,1.962134,0.11
2016-05,8-5,1.831075,0.11
2016-05,8-6,1.774529,0.11
2016-05,8-7,1.612283,0.11
2016-05,8-8,1.885108,0.11
2016-05,8-9,1.896156,0.11
2016-05,9-1,1.708033,0.11
2016-05,9-2,1.674485,0.11
2016-05,9-3,1.479933,0.11
2016-05,9-4,1.469886,0.11
2016-05,9-5,1.553885,0.11
2016-05,9-6,1.631377,0.11
2016-05,9-7,1.587849,0.11
2016-05,9-8,1.438235,0.11
2016-06,1-1,1.531367,0.105
2016-06,1-2,1.576604,0.105
2016-06,1-3,1.484526,0.105
2016-06,1-4,1.569305,0.105
2016-06,1-5,1.621465,0.105
2016-06,1-6,1.464027,0.105
2016-06,10-1,1.32243,0.105
2016-06,10-10,1.602138,0.105
2016-06,10-2,1.751526,0.105
2016-06,10-3,1.31778,0.105
2016-06,10-4,1.443416,0.105
2016-06,10-5,1.624647,0.105
2016-06,10-6,1.520326,0.105
2016-06,10-7,1.231749,0.105
2016-06,10-8,1.495936,0.105
2016-06,10-9,1.8397,0.105
2016-06,11-1,1.234293,0.105
2016-06,11-2,1.574244,0.105
2016-06,11-3,1.414106,0.105
2016-06,11-4,1.492865,0.105
2016-06,11-5,1.472579,0.105
2016-06,11-6,1.467198,0.105
2016-06,11-7,1.218418,0.105
2016-06,11-8,1.454384,0.105
2016-06,2-1,1.305266,0.105
2016-06,2-2,1.351016,0.105
2016-06,2-3,1.315877,0.105
2016-06,2-4,1.358001,0.105
